write,11,92928
write,11,92992
write,11,93056
write,11,93120
write,11,93184
write,11,93248
write,11,93312
write,11,93440
write,11,93568
write,11,93632
write,11,93696
write,11,93760
write,11,93824
write,11,93888
write,11,93952
write,11,94016
write,11,94080
write,11,94144
write,13,106496
write,13,112256
write,13,112320
write,13,112384
write,13,112448
write,13,112512
write,13,112576
write,13,112640
write,13,112704
write,13,112768
write,13,112832
write,13,112896
write,13,112960
write,13,113024
write,13,113088
write,13,113152
write,13,113216
write,13,113280
write,13,113344
write,13,113408
write,13,113472
write,13,113536
write,13,113600
write,13,113664
write,13,113728
write,13,113792
write,13,113856
write,13,113920
write,13,113984
write,13,114048
write,13,114112
write,13,114176
write,13,114240
write,13,114304
write,13,114368
write,13,114432
write,13,114496
write,13,114560
write,13,114624
write,14,114688
write,14,114752
write,14,118784
write,14,118848
write,14,118912
write,14,119104
write,14,119232
write,14,119296
write,14,119360
write,14,119808
write,14,119872
write,14,119936
write,14,120000
write,14,120064
write,14,120128
write,14,120192
write,14,120256
write,14,120320
write,14,120384
write,14,120448
write,14,120512
write,14,120576
write,14,120640
write,14,120704
write,14,120768
write,14,120832
write,14,120896
write,14,120960
write,14,121024
write,14,121088
write,14,121152
write,14,121216
write,14,121280
write,14,121344
write,14,121408
write,14,121472
write,14,121536
write,14,121600
write,14,121664
write,14,121728
write,14,121792
write,14,121856
write,14,121920
write,14,121984
write,14,122048
write,14,122112
write,14,122176
write,14,122240
write,14,122304
write,14,122368
write,14,122432
write,14,122496
write,14,122560
write,14,122624
write,14,122688
write,14,122752
write,14,122816
write,15,124736
write,15,124800
write,15,124864
write,15,124928
write,15,124992
write,15,125056
write,15,125120
write,15,125184
write,15,125248
write,15,125312
write,15,125376
write,15,125440
write,15,125504
write,15,125568
write,15,125632
write,15,125696
write,15,125760
write,15,125824
write,15,125888
write,15,125952
write,15,126016
write,15,126080
write,15,126144
write,15,126208
write,15,126272
write,15,126336
write,15,126400
write,15,126464
write,15,126528
write,15,126592
write,15,126656
write,15,126720
write,16,135232
write,16,135296
write,16,135360
write,16,135424
write,16,135744
write,16,135808
write,16,136000
write,16,136192
write,16,136256
write,16,136320
write,16,136384
write,16,136448
write,16,136512
write,16,136576
write,16,136704
write,16,136768
write,16,136832
write,16,136896
write,16,136960
write,16,137024
write,16,137088
write,16,137152
write,16,137216
write,16,137280
write,16,137344
write,16,137408
write,16,137472
write,16,137536
write,16,137600
write,16,137664
write,16,137728
write,16,137792
write,16,137856
write,16,137920
write,16,137984
write,16,138048
write,16,138112
write,16,138176
write,16,138240
write,16,138304
write,16,138368
write,16,138432
write,16,138560
write,16,138624
write,16,138688
write,16,138752
write,16,138816
write,16,138880
write,16,138944
write,16,139008
write,16,139072
write,16,139136
write,16,139200
write,17,143360
write,17,143424
write,17,143488
write,17,143552
write,17,143616
write,17,143680
write,17,143744
write,17,143808
write,17,143872
write,17,143936
write,17,144000
write,17,144064
write,17,144128
write,17,144192
write,17,144256
write,17,144320
write,17,144384
write,17,144448
write,17,144512
write,17,144576
write,17,144640
write,17,144704
write,17,144768
write,17,144832
write,17,144896
write,17,144960
write,17,145024
write,17,145088
write,17,145152
write,17,145216
write,17,145280
write,17,145344
write,17,145408
write,17,145472
write,17,145536
write,17,145600
write,17,145664
write,17,145728
write,17,145792
write,17,145856
write,17,145920
write,17,145984
write,17,146048
write,17,146112
write,17,146176
write,17,146368
write,17,146432
write,17,146496
write,17,146560
write,17,146624
write,17,146688
write,17,146752
write,17,146816
write,17,146880
write,17,146944
write,17,147008
write,17,147072
write,17,147136
write,17,147200
write,17,147264
write,17,147328
write,17,147392
write,31,256960
write,31,257024
write,31,257088
write,31,257408
write,31,257536
write,0,0
write,0,64
write,0,128
write,0,192
write,0,256
write,0,768
write,0,832
write,0,896
write,0,960
write,0,1024
write,0,1088
write,0,1152
write,0,1216
write,0,1280
write,0,1344
write,0,1408
write,0,1536
write,0,1600
write,0,1664
write,0,1728
write,0,1792
write,0,1856
write,0,1920
write,0,1984
write,0,2048
write,0,2112
write,0,2176
write,0,2240
write,0,2304
write,0,2368
write,0,266240
write,0,7168
write,0,7296
write,0,7360
write,0,7424
write,0,7488
write,0,7552
write,0,7616
write,0,7680
write,0,7744
write,0,7808
write,0,7872
write,0,7936
write,0,8000
write,0,8128
write,1,8192
write,1,8256
write,1,271488
write,1,10560
write,1,10624
write,1,10688
write,1,10752
write,1,10816
write,1,10880
write,1,10944
write,1,11072
write,1,11200
write,1,11392
write,1,11456
write,1,11520
write,1,11584
write,1,11712
write,1,11776
write,1,11840
write,1,12096
write,1,12160
write,1,12224
write,2,20480
write,2,20544
write,2,20608
write,2,20672
write,2,20736
write,2,20800
write,2,20864
write,2,20928
write,2,20992
write,2,21056
write,2,283264
write,2,21184
write,2,21248
write,2,21376
write,2,21568
write,2,21632
write,2,21696
write,2,21760
write,2,21824
write,2,21888
write,2,21952
write,2,22016
write,2,22080
write,2,22144
write,2,22208
write,2,22272
write,2,22336
write,2,22400
write,2,22464
write,2,22528
write,2,22720
write,2,22784
write,2,23104
write,2,285312
write,2,285376
write,2,285504
write,2,23488
write,2,23552
write,2,23616
write,3,286720
write,3,548864
write,3,811008
write,3,1073152
write,3,1335296
write,3,1597440
write,3,1859584
write,3,2121728
write,3,2383872
write,3,2646016
write,3,2908160
write,3,3170304
write,3,3432448
write,3,3694592
write,3,3956736
write,3,4218880
write,3,4481024
write,0,526400
write,0,528384
write,0,526336
write,0,526272
write,2,545280
write,4,302720
write,2,545472
write,4,302784
write,4,302848
write,4,296000
write,2,545216
write,4,295680
write,2,545664
write,4,302976
write,4,295808
write,2,545920
write,6,314240
write,13,374592
write,13,374656
write,2,546112
write,0,526208
write,4,295744
write,0,526016
write,0,526080
write,1,534976
write,2,546048
write,0,525952
write,0,525888
write,0,525760
write,0,525824
write,6,314112
write,2,545984
write,0,531648
write,4,295552
write,0,525696
write,2,546624
write,6,312896
write,6,313600
write,6,312960
write,11,355328
write,11,358144
write,11,359296
write,23,453696
write,27,485376
write,28,491520
write,6,313664
write,6,313536
write,12,362368
write,6,314496
write,12,361984
write,6,313792
write,6,312832
write,0,531712
write,11,356160
write,10,350272
write,10,349184
write,2,547264
write,10,349312
write,2,540736
write,10,349248
write,0,526144
write,11,355904
write,0,524928
write,13,374400
write,10,349376
write,0,525056
write,0,524608
write,4,297088
write,0,524864
write,11,353984
write,31,519552
write,10,350336
write,0,524800
write,3,292544
write,3,292736
write,0,524736
write,0,524672
write,3,291328
write,11,353920
write,11,354048
write,0,524544
write,0,524416
write,0,524480
write,0,524352
write,4,294912
write,4,295936
write,4,295616
write,6,314176
write,11,358592
write,23,453248
write,21,441536
write,21,441600
write,22,449664
write,28,492288
write,12,366592
write,6,314368
write,12,361920
write,11,356032
write,2,547328
write,14,381376
write,14,381312
write,14,380928
write,6,313088
write,11,355456
write,30,512832
write,21,441728
write,6,313280
write,11,355584
write,12,362176
write,6,314944
write,6,313728
write,28,495936
write,0,525632
write,12,361856
write,11,357632
write,6,312768
write,6,313984
write,1,535040
write,1,535808
write,1,535744
write,1,535104
write,0,532096
write,1,537280
write,1,537344
write,1,537408
write,1,537984
write,1,538304
write,1,538560
write,6,315008
write,6,314880
write,1,538496
write,1,536000
write,1,536512
write,14,376896
write,11,355712
write,13,374464
write,14,382656
write,10,351872
write,1,534848
write,1,536384
write,1,532544
write,2,546176
write,2,546688
write,2,547392
write,2,547584
write,1,535936
write,6,314048
write,0,528448
write,4,302592
write,2,545344
write,4,302656
write,0,531904
write,6,313024
write,1,535296
write,1,535168
write,15,387136
write,10,348544
write,2,547200
write,10,348800
write,10,348608
